"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
367,32,"BRA","Brazil",5,"Bahia",616,"Vitória da Conquista",1091,"Veredinha","","","Distrito","District"
368,32,"BRA","Brazil",5,"Bahia",616,"Vitória da Conquista",1092,"Vitória da Conquista","","","Distrito","District"
369,32,"BRA","Brazil",5,"Bahia",617,"Wagner",1093,"Wagner","","","Distrito","District"
370,32,"BRA","Brazil",5,"Bahia",618,"Wenceslau Guimarães",1094,"Wenceslau Guimarães","","","Distrito","District"
371,32,"BRA","Brazil",5,"Bahia",619,"Xique-Xique",1095,"Copixaba","","","Distrito","District"
372,32,"BRA","Brazil",5,"Bahia",619,"Xique-Xique",1096,"Iguira","","","Distrito","District"
373,32,"BRA","Brazil",5,"Bahia",619,"Xique-Xique",1097,"Xique-Xique","","","Distrito","District"
374,32,"BRA","Brazil",6,"Ceará",620,"Abaiara",1098,"Abaiara","","","Distrito","District"
375,32,"BRA","Brazil",6,"Ceará",620,"Abaiara",1099,"São José","","","Distrito","District"
376,32,"BRA","Brazil",6,"Ceará",621,"Acarapé",1100,"Acarapé","","","Distrito","District"
377,32,"BRA","Brazil",6,"Ceará",622,"Acaraú",1101,"Acaraú","","","Distrito","District"
378,32,"BRA","Brazil",6,"Ceará",622,"Acaraú",1102,"Aranau","","","Distrito","District"
379,32,"BRA","Brazil",6,"Ceará",622,"Acaraú",1103,"Juritianha","","","Distrito","District"
380,32,"BRA","Brazil",6,"Ceará",622,"Acaraú",1104,"Lagoa do Carneiro","","","Distrito","District"
381,32,"BRA","Brazil",6,"Ceará",623,"Acopiara",1105,"Acopiara","","","Distrito","District"
382,32,"BRA","Brazil",6,"Ceará",623,"Acopiara",1106,"Barra do Inga","","","Distrito","District"
383,32,"BRA","Brazil",6,"Ceará",623,"Acopiara",1107,"Ebron","","","Distrito","District"
384,32,"BRA","Brazil",6,"Ceará",623,"Acopiara",1108,"Isidoro","","","Distrito","District"
385,32,"BRA","Brazil",6,"Ceará",623,"Acopiara",1109,"Quincoe","","","Distrito","District"
386,32,"BRA","Brazil",6,"Ceará",623,"Acopiara",1110,"Santa Felicia","","","Distrito","District"
387,32,"BRA","Brazil",6,"Ceará",623,"Acopiara",1111,"Santo Antônio","","","Distrito","District"
388,32,"BRA","Brazil",8,"Espírito Santo",807,"Alegre",1898,"Santa Angelica","","","Distrito","District"
389,32,"BRA","Brazil",8,"Espírito Santo",807,"Alegre",1899,"São João do Norte","","","Distrito","District"
390,32,"BRA","Brazil",8,"Espírito Santo",808,"Alfredo Chaves",1900,"Alfredo Chaves","","","Distrito","District"
391,32,"BRA","Brazil",8,"Espírito Santo",808,"Alfredo Chaves",1901,"Crubixa","","","Distrito","District"
392,32,"BRA","Brazil",8,"Espírito Santo",808,"Alfredo Chaves",1902,"Ibitirui","","","Distrito","District"
393,32,"BRA","Brazil",8,"Espírito Santo",808,"Alfredo Chaves",1903,"Matilde","","","Distrito","District"
394,32,"BRA","Brazil",8,"Espírito Santo",808,"Alfredo Chaves",1904,"Ribeirao do Cristo","","","Distrito","District"
395,32,"BRA","Brazil",8,"Espírito Santo",808,"Alfredo Chaves",1905,"Sagrada Família","","","Distrito","District"
396,32,"BRA","Brazil",8,"Espírito Santo",808,"Alfredo Chaves",1906,"Urânia","","","Distrito","District"
397,32,"BRA","Brazil",8,"Espírito Santo",809,"Alto Rio Novo",1907,"Alto Rio Novo","","","Distrito","District"
398,32,"BRA","Brazil",8,"Espírito Santo",809,"Alto Rio Novo",1908,"Monte Carmelo do Rio Novo","","","Distrito","District"
399,32,"BRA","Brazil",8,"Espírito Santo",809,"Alto Rio Novo",1909,"Palmerino","","","Distrito","District"
400,32,"BRA","Brazil",8,"Espírito Santo",810,"Anchieta",1910,"Alto Pongal","","","Distrito","District"
401,32,"BRA","Brazil",8,"Espírito Santo",810,"Anchieta",1911,"Anchieta","","","Distrito","District"
402,32,"BRA","Brazil",8,"Espírito Santo",810,"Anchieta",1912,"Jabaquara","","","Distrito","District"
403,32,"BRA","Brazil",8,"Espírito Santo",811,"Apiacá",1913,"Apiacá","","","Distrito","District"
404,32,"BRA","Brazil",8,"Espírito Santo",811,"Apiacá",1914,"Bonsucesso","","","Distrito","District"
405,32,"BRA","Brazil",8,"Espírito Santo",811,"Apiacá",1915,"Jose Carlos","","","Distrito","District"
406,32,"BRA","Brazil",8,"Espírito Santo",812,"Aracruz",1916,"Aracruz","","","Distrito","District"
407,32,"BRA","Brazil",8,"Espírito Santo",812,"Aracruz",1917,"Guarana","","","Distrito","District"
493,32,"BRA","Brazil",5,"Bahia",342,"Gentio do Ouro",535,"Santo Inácio","","","Distrito","District"
494,32,"BRA","Brazil",5,"Bahia",343,"Glória",536,"Glória","","","Distrito","District"
495,32,"BRA","Brazil",5,"Bahia",344,"Gongogi",537,"Gongogi","","","Distrito","District"
496,32,"BRA","Brazil",5,"Bahia",344,"Gongogi",538,"Tapirama","","","Distrito","District"
497,32,"BRA","Brazil",5,"Bahia",345,"Governador Mangabeira",539,"Governador Mangabeira","","","Distrito","District"
498,32,"BRA","Brazil",5,"Bahia",346,"Guajeru",540,"Guajeru","","","Distrito","District"
499,32,"BRA","Brazil",5,"Bahia",347,"Guanambi",541,"Ceraima","","","Distrito","District"
500,32,"BRA","Brazil",5,"Bahia",347,"Guanambi",542,"Guanambi","","","Distrito","District"
501,32,"BRA","Brazil",5,"Bahia",347,"Guanambi",543,"Mutas","","","Distrito","District"
502,32,"BRA","Brazil",5,"Bahia",348,"Guaratinga",544,"Buranhem","","","Distrito","District"
503,32,"BRA","Brazil",5,"Bahia",348,"Guaratinga",545,"Guaratinga","","","Distrito","District"
504,32,"BRA","Brazil",5,"Bahia",349,"Heliópolis",546,"Heliópolis","","","Distrito","District"
505,32,"BRA","Brazil",5,"Bahia",350,"Iaçu",547,"Iaçu","","","Distrito","District"
506,32,"BRA","Brazil",5,"Bahia",350,"Iaçu",548,"João Amaro","","","Distrito","District"
507,32,"BRA","Brazil",5,"Bahia",350,"Iaçu",549,"Lajedo Alto","","","Distrito","District"
508,32,"BRA","Brazil",5,"Bahia",351,"Ibiassucê",550,"Ibiassucê","","","Distrito","District"
509,32,"BRA","Brazil",5,"Bahia",352,"Ibicaraí",551,"Ibicaraí","","","Distrito","District"
510,32,"BRA","Brazil",5,"Bahia",353,"Ibicoara",552,"Cascavel","","","Distrito","District"
511,32,"BRA","Brazil",5,"Bahia",353,"Ibicoara",553,"Ibicoara","","","Distrito","District"
512,32,"BRA","Brazil",5,"Bahia",354,"Ibicuí",554,"Água Doce","","","Distrito","District"
513,32,"BRA","Brazil",5,"Bahia",354,"Ibicuí",555,"Ibicuí","","","Distrito","District"
514,32,"BRA","Brazil",5,"Bahia",354,"Ibicuí",556,"Ibitupa","","","Distrito","District"
515,32,"BRA","Brazil",5,"Bahia",355,"Ibipeba",557,"Ibipeba","","","Distrito","District"
516,32,"BRA","Brazil",6,"Ceará",641,"Banabuiú",1181,"Sitia","","","Distrito","District"
517,32,"BRA","Brazil",6,"Ceará",642,"Barbalha",1182,"Arajara","","","Distrito","District"
518,32,"BRA","Brazil",6,"Ceará",642,"Barbalha",1183,"Barbalha","","","Distrito","District"
519,32,"BRA","Brazil",6,"Ceará",642,"Barbalha",1184,"Estrela","","","Distrito","District"
520,32,"BRA","Brazil",6,"Ceará",643,"Barreira",1185,"Barreira","","","Distrito","District"
521,32,"BRA","Brazil",6,"Ceará",643,"Barreira",1186,"Corrego","","","Distrito","District"
522,32,"BRA","Brazil",6,"Ceará",643,"Barreira",1187,"Lagoa do Barro","","","Distrito","District"
523,32,"BRA","Brazil",6,"Ceará",643,"Barreira",1188,"Lagoa Grande","","","Distrito","District"
524,32,"BRA","Brazil",6,"Ceará",644,"Barro",1189,"Barro","","","Distrito","District"
525,32,"BRA","Brazil",6,"Ceará",644,"Barro",1190,"Brejinho","","","Distrito","District"
526,32,"BRA","Brazil",6,"Ceará",644,"Barro",1191,"Cuncas","","","Distrito","District"
527,32,"BRA","Brazil",6,"Ceará",644,"Barro",1192,"Engenho Velho","","","Distrito","District"
528,32,"BRA","Brazil",6,"Ceará",644,"Barro",1193,"Iara","","","Distrito","District"
529,32,"BRA","Brazil",6,"Ceará",644,"Barro",1194,"Monte Alegre","","","Distrito","District"
530,32,"BRA","Brazil",6,"Ceará",644,"Barro",1195,"Santo Antônio","","","Distrito","District"
531,32,"BRA","Brazil",6,"Ceará",644,"Barro",1196,"Serrota","","","Distrito","District"
532,32,"BRA","Brazil",6,"Ceará",645,"Barroquinha",1197,"Araras","","","Distrito","District"
533,32,"BRA","Brazil",6,"Ceará",645,"Barroquinha",1198,"Barroquinha","","","Distrito","District"
534,32,"BRA","Brazil",6,"Ceará",645,"Barroquinha",1199,"Bitupita","","","Distrito","District"
535,32,"BRA","Brazil",6,"Ceará",646,"Baturité",1200,"Baturité","","","Distrito","District"
536,32,"BRA","Brazil",6,"Ceará",646,"Baturité",1201,"Boa Vista","","","Distrito","District"
537,32,"BRA","Brazil",6,"Ceará",646,"Baturité",1202,"São Sebastião","","","Distrito","District"
538,32,"BRA","Brazil",6,"Ceará",647,"Beberibe",1203,"Beberibe","","","Distrito","District"
539,32,"BRA","Brazil",8,"Espírito Santo",866,"Santa Leopoldina",2075,"Mangarai","","","Distrito","District"
540,32,"BRA","Brazil",8,"Espírito Santo",866,"Santa Leopoldina",2076,"Santa Leopoldina","","","Distrito","District"
541,32,"BRA","Brazil",8,"Espírito Santo",867,"Santa Maria de Jetibá",2077,"Garrafao","","","Distrito","District"
542,32,"BRA","Brazil",8,"Espírito Santo",867,"Santa Maria de Jetibá",2078,"Santa Maria de Jetibá","","","Distrito","District"
543,32,"BRA","Brazil",8,"Espírito Santo",868,"Santa Teresa",2079,"Alto Caldeirao","","","Distrito","District"
544,32,"BRA","Brazil",8,"Espírito Santo",868,"Santa Teresa",2080,"Alto Santa Maria","","","Distrito","District"
545,32,"BRA","Brazil",8,"Espírito Santo",868,"Santa Teresa",2081,"Santa Teresa","","","Distrito","District"
546,32,"BRA","Brazil",8,"Espírito Santo",868,"Santa Teresa",2082,"Santo Antonio do Canaa","","","Distrito","District"
547,32,"BRA","Brazil",8,"Espírito Santo",868,"Santa Teresa",2083,"São João de Petropolis","","","Distrito","District"
548,32,"BRA","Brazil",8,"Espírito Santo",868,"Santa Teresa",2084,"Vinte e Cinco de Julho","","","Distrito","District"
549,32,"BRA","Brazil",8,"Espírito Santo",869,"São Domingos do Norte",2085,"São Domingos do Norte","","","Distrito","District"
550,32,"BRA","Brazil",8,"Espírito Santo",870,"São Gabriel da Palha",2086,"Fartura","","","Distrito","District"
551,32,"BRA","Brazil",8,"Espírito Santo",870,"São Gabriel da Palha",2087,"São Gabriel da Palha","","","Distrito","District"
552,32,"BRA","Brazil",8,"Espírito Santo",871,"São José do Calçado",2088,"Airituba","","","Distrito","District"
553,32,"BRA","Brazil",8,"Espírito Santo",871,"São José do Calçado",2089,"Alto Calcado","","","Distrito","District"
554,32,"BRA","Brazil",8,"Espírito Santo",871,"São José do Calçado",2090,"São José do Calçado","","","Distrito","District"
555,32,"BRA","Brazil",8,"Espírito Santo",872,"São Mateus",2091,"Barra Nova","","","Distrito","District"
556,32,"BRA","Brazil",8,"Espírito Santo",872,"São Mateus",2092,"Itauninhas","","","Distrito","District"
557,32,"BRA","Brazil",9,"Goiás",925,"Cabeceiras",2177,"Cabeceiras","","","Distrito","District"
558,32,"BRA","Brazil",9,"Goiás",926,"Cachoeira Alta",2178,"Cachoeira Alta","","","Distrito","District"
559,32,"BRA","Brazil",9,"Goiás",927,"Cachoeira de Goias",2179,"Cachoeira de Goias","","","Distrito","District"
560,32,"BRA","Brazil",9,"Goiás",928,"Cachoeira dourada",2180,"Cachoeira dourada","","","Distrito","District"
561,32,"BRA","Brazil",9,"Goiás",929,"Caçu",2181,"Caçu","","","Distrito","District"
562,32,"BRA","Brazil",9,"Goiás",930,"Caiapônia",2182,"Caiapônia","","","Distrito","District"
563,32,"BRA","Brazil",9,"Goiás",931,"Caldas Novas",2183,"Caldas Novas","","","Distrito","District"
564,32,"BRA","Brazil",9,"Goiás",932,"Caldazinha",2184,"Caldazinha","","","Distrito","District"
565,32,"BRA","Brazil",9,"Goiás",933,"Campestre de Goiás",2185,"Campestre de Goiás","","","Distrito","District"
566,32,"BRA","Brazil",9,"Goiás",934,"Campinaçu",2186,"Campinaçu","","","Distrito","District"
567,32,"BRA","Brazil",9,"Goiás",935,"Campinorte",2187,"Campinorte","","","Distrito","District"
568,32,"BRA","Brazil",9,"Goiás",935,"Campinorte",2188,"Colinacu","","","Distrito","District"
569,32,"BRA","Brazil",9,"Goiás",936,"Campo Alegre de Goiás",2189,"Campo Alegre de Goiás","","","Distrito","District"
570,32,"BRA","Brazil",9,"Goiás",937,"Campos Belos",2190,"Campos Belos","","","Distrito","District"
571,32,"BRA","Brazil",9,"Goiás",938,"Campos Verdes",2191,"Campos Verdes","","","Distrito","District"
572,32,"BRA","Brazil",9,"Goiás",939,"Carmo do Rio Verde",2192,"Carmo do Rio Verde","","","Distrito","District"
573,32,"BRA","Brazil",9,"Goiás",940,"Castelândia",2193,"Castelândia","","","Distrito","District"
574,32,"BRA","Brazil",9,"Goiás",941,"Catalão",2194,"Catalão","","","Distrito","District"
575,32,"BRA","Brazil",9,"Goiás",941,"Catalão",2195,"Santo Antonio do Rio Verde","","","Distrito","District"
576,32,"BRA","Brazil",9,"Goiás",942,"Caturaí",2196,"Caturaí","","","Distrito","District"
577,32,"BRA","Brazil",9,"Goiás",943,"Cavalcante",2197,"Cavalcante","","","Distrito","District"
578,32,"BRA","Brazil",10,"Maranhão",1179,"Centro do Guilherme",2557,"Centro do Guilherme","","","Distrito","District"
579,32,"BRA","Brazil",10,"Maranhão",1180,"Centro Novo do Maranhão",2558,"Centro Novo do Maranhão","","","Distrito","District"
580,32,"BRA","Brazil",10,"Maranhão",1181,"Chapadão do Céu",2559,"Chapadinha","","","Distrito","District"
581,32,"BRA","Brazil",10,"Maranhão",1182,"Cidelândia",2560,"Cidelândia","","","Distrito","District"
582,32,"BRA","Brazil",10,"Maranhão",1183,"Codó",2561,"Codó","","","Distrito","District"
583,32,"BRA","Brazil",10,"Maranhão",1183,"Codó",2562,"Codozinho","","","Distrito","District"
584,32,"BRA","Brazil",10,"Maranhão",1183,"Codó",2563,"São Raimundo de Codo","","","Distrito","District"
585,32,"BRA","Brazil",10,"Maranhão",1184,"Coelho Neto",2564,"Coelho Neto","","","Distrito","District"
586,32,"BRA","Brazil",10,"Maranhão",1185,"Colinas",2565,"Colinas","","","Distrito","District"
587,32,"BRA","Brazil",10,"Maranhão",1186,"Conceição do Lago-Açu",2566,"Conceição do Lago-Açu","","","Distrito","District"
588,32,"BRA","Brazil",10,"Maranhão",1187,"Coroatá",2567,"Coroatá","","","Distrito","District"
589,32,"BRA","Brazil",10,"Maranhão",1188,"Cururupu",2568,"Cururupu","","","Distrito","District"
590,32,"BRA","Brazil",10,"Maranhão",1189,"Davinópolis",2569,"Davinópolis","","","Distrito","District"
591,32,"BRA","Brazil",10,"Maranhão",1190,"Dom Pedro",2570,"Dom Pedro","","","Distrito","District"
592,32,"BRA","Brazil",10,"Maranhão",1191,"Duque Bacelar",2571,"Duque Bacelar","","","Distrito","District"
593,32,"BRA","Brazil",10,"Maranhão",1192,"Esperantinópolis",2572,"Esperantinópolis","","","Distrito","District"
594,32,"BRA","Brazil",10,"Maranhão",1193,"Estreito",2573,"Estreito","","","Distrito","District"
595,32,"BRA","Brazil",10,"Maranhão",1194,"Feira Nova do Maranhão",2574,"Feira Nova do Maranhão","","","Distrito","District"
596,32,"BRA","Brazil",10,"Maranhão",1195,"Fernando Falcão",2575,"Fernando Falcão","","","Distrito","District"
597,32,"BRA","Brazil",10,"Maranhão",1196,"Formosa da Serra Negra",2576,"Formosa da Serra Negra","","","Distrito","District"
598,32,"BRA","Brazil",11,"Mato Grosso do Sul",1368,"Corumbá",2793,"Amolar","","","Distrito","District"
599,32,"BRA","Brazil",11,"Mato Grosso do Sul",1368,"Corumbá",2794,"Nhecolandia","","","Distrito","District"
600,32,"BRA","Brazil",11,"Mato Grosso do Sul",1368,"Corumbá",2795,"Paiaguas","","","Distrito","District"
601,32,"BRA","Brazil",11,"Mato Grosso do Sul",1368,"Corumbá",2796,"Porto Esperanca","","","Distrito","District"
602,32,"BRA","Brazil",11,"Mato Grosso do Sul",1369,"Costa Rica",2797,"Baus","","","Distrito","District"
603,32,"BRA","Brazil",11,"Mato Grosso do Sul",1369,"Costa Rica",2798,"Costa Rica","","","Distrito","District"
604,32,"BRA","Brazil",11,"Mato Grosso do Sul",1369,"Costa Rica",2799,"Paraíso","","","Distrito","District"
605,32,"BRA","Brazil",11,"Mato Grosso do Sul",1370,"Coxim",2800,"Coxim","","","Distrito","District"
606,32,"BRA","Brazil",11,"Mato Grosso do Sul",1370,"Coxim",2801,"Jauru","","","Distrito","District"
607,32,"BRA","Brazil",11,"Mato Grosso do Sul",1370,"Coxim",2802,"São Romão","","","Distrito","District"
608,32,"BRA","Brazil",11,"Mato Grosso do Sul",1370,"Coxim",2803,"Taquari","","","Distrito","District"
609,32,"BRA","Brazil",11,"Mato Grosso do Sul",1371,"Deodápolis",2804,"Deodpolis","","","Distrito","District"
610,32,"BRA","Brazil",11,"Mato Grosso do Sul",1371,"Deodápolis",2805,"Lagoa Bonita","","","Distrito","District"
611,32,"BRA","Brazil",11,"Mato Grosso do Sul",1371,"Deodápolis",2806,"Porto Vilma","","","Distrito","District"
612,32,"BRA","Brazil",11,"Mato Grosso do Sul",1371,"Deodápolis",2807,"Presidente Castelo","","","Distrito","District"
613,32,"BRA","Brazil",11,"Mato Grosso do Sul",1371,"Deodápolis",2808,"Vila Uniao","","","Distrito","District"
614,32,"BRA","Brazil",11,"Mato Grosso do Sul",1372,"Dois Irmãos do Buriti",2809,"Dois Irmos do Buriti","","","Distrito","District"
615,32,"BRA","Brazil",11,"Mato Grosso do Sul",1372,"Dois Irmãos do Buriti",2810,"Palmeiras","","","Distrito","District"
616,32,"BRA","Brazil",11,"Mato Grosso do Sul",1373,"Douradina",2811,"Bocaja","","","Distrito","District"
617,32,"BRA","Brazil",11,"Mato Grosso do Sul",1373,"Douradina",2812,"Cruzaltina","","","Distrito","District"
1789,32,"BRA","Brazil",1,"Acre",1,"Acrelândia",1,"Acrelândia","","","Distrito","District"
1790,32,"BRA","Brazil",1,"Acre",2,"Assis Brazil",2,"Assis Brazil","","","Distrito","District"
1791,32,"BRA","Brazil",1,"Acre",3,"Brasiléia",3,"Brazileia","","","Distrito","District"
1792,32,"BRA","Brazil",1,"Acre",4,"Bujari",4,"Bujari","","","Distrito","District"
1793,32,"BRA","Brazil",1,"Acre",5,"Capixaba",5,"Capixaba","","","Distrito","District"
1794,32,"BRA","Brazil",1,"Acre",6,"Cruzeiro do Sul",6,"Cruzeiro do Sul","","","Distrito","District"
1795,32,"BRA","Brazil",1,"Acre",7,"Epitaciolândia",7,"Epitaciolândia","","","Distrito","District"
1796,32,"BRA","Brazil",1,"Acre",8,"Feijó",8,"Feijó","","","Distrito","District"
1797,32,"BRA","Brazil",1,"Acre",9,"Jordão",9,"Jordão","","","Distrito","District"
1798,32,"BRA","Brazil",1,"Acre",10,"Mâncio Lima",10,"Mâncio Lima","","","Distrito","District"
1799,32,"BRA","Brazil",1,"Acre",11,"Manoel Urbano",11,"Manoel Urbano","","","Distrito","District"
1800,32,"BRA","Brazil",1,"Acre",12,"Marechal Thaumaturgo",12,"Marechal Thaumaturgo","","","Distrito","District"
1801,32,"BRA","Brazil",1,"Acre",13,"Plácido de Castro",13,"Plácido de Castro","","","Distrito","District"
1802,32,"BRA","Brazil",1,"Acre",14,"Porto Acre",14,"Porto Acre","","","Distrito","District"
1803,32,"BRA","Brazil",1,"Acre",15,"Porto Walter",15,"Porto Walter","","","Distrito","District"
1804,32,"BRA","Brazil",1,"Acre",16,"Rio Branco",16,"Rio Branco","","","Distrito","District"
1805,32,"BRA","Brazil",1,"Acre",17,"Rodrigues Alves",17,"Rodrigues Alves","","","Distrito","District"
1806,32,"BRA","Brazil",1,"Acre",18,"Santa Rosa do Purus",18,"Santa Rosa do Purus","","","Distrito","District"
1807,32,"BRA","Brazil",1,"Acre",19,"Sena Madureira",19,"Sena Madureira","","","Distrito","District"
